title,location,price,bedrooms,bathrooms,toilets,property_type,url
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦200,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3230027-luxury-brand-new-3-bedroom-apartment-with-swimming-pool
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3229534-newly-built-3-bedroom-apartment-available
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦6,000,000per annum",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3221219-newly-built-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3227294-serviced-2-bedroom-apartment-with-pool-gym-elevator
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦9,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3226557-brand-new-3-bedroom-apartment-with-excellent-facilities
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦3,000,000",1,0,0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3221212-newly-built-1-bedroom-apartment
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦9,000,000per annum",4,0,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3218960-luxury-4-bedroom-terrace-duplex-with-bq
2 bedroom terraced duplex for rent,"Off Nike Art Gallery, Ikate, Lekki, Lagos","₦13,000,000per annum",2,2,3,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3217132-luxury-2-bedroom
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3207052-serviced-3-bedroom-terrace-duplex-in-a-secured-estate
4 bedroom terraced duplex for rent,"Chisco, Ikate, Lekki, Lagos","₦22,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3206190-2-units-of-4-bedroom-terrace-duplex-with-bq
3 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3205521-a-super-clean-3-bedroom-terrace
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦4,800,000per annum",1,0,0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3210809-serviced-mini-flat
1 bedroom mini flat (room and parlour) for rent,"Ikate, Lekki, Lagos","₦3,000,000per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/ikate/3208339-brand-new-spacious-miniflat-available
2 bedroom detached duplex for rent,"Ikate, Lekki, Lagos","₦11,000,000per annum",2,2,3,2 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikate/3211446-2-bedroom-detached-duplex-with-bq
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3221063-luxury-2-bedroom-furnished-apartment-with-bq
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3194632-2-bedroom-apartment-with-bq
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3214238-luxury-2-bedroom-with-bq
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦6,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3212439-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦6,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3211255-2-bedroom-flat
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦14,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3210887-well-built-fully-furnished-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3210867-well-built-fully-furnished-2-bedroom-apartment-with-elevator
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦13,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3208260-furnished-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦12,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3208257-2-bedroom-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3207834-luxury-smart-2-bedroom-furnished-apartment
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate/3206166-nice-new-2-bedroom-apartment
4 bedroom semi-detached duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/lekki-phase-1/3304937-nice-4-bedroom-semi-detached-duplex-with-a-room-bq
3 bedroom flat / apartment for rent,"Ologolo, Lekki, Lagos","₦18,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ologolo/3304924-fully-serviced-brand-new-fully-furnished-3-bedroom-flat
6 bedroom detached duplex for rent,"Osapa, Lekki, Lagos","₦20,000,000per annum",6,6,7,6 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/osapa/3304926-fully-serviced-6-bedroom-detached-house
4 bedroom semi-detached duplex for rent,"Ikota, Lekki, Lagos","₦10,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikota/3304913-beautiful-4-bedroom-semi-detached-duplex
3 bedroom flat / apartment for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304898-lovely-fully-serviced-3-bedroom-apartment-bqswimming-poolelevator
4 bedroom semi-detached duplex for rent,"Ikota, Lekki, Lagos","₦11,000,000",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikota/3304893-4-bedroom-semi-detached-duplex
4 bedroom semi-detached duplex for rent,"Harris Drive, VGC, Lekki, Lagos","₦8,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/victoria-garden-city/3304889-brand-new-4-bedrooms-semi-detached-duplex-with-bq
4 bedroom semi-detached duplex for rent,"Chevron, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3304888-luxury-newly-built-4-bedroom-semi-detached-duplex-boys-quarter
4 bedroom semi-detached duplex for rent,"Osapa, Lekki, Lagos","₦20,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/osapa/3304882-8-units-4bedroom-semi-detached-duplex-boys-quarter
1 bedroom mini flat (room and parlour) for rent,"Lekki Conservation Road, Lekki, Lagos","₦4,200,000per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/3304881-downstairs-mini-flat-with-open-plan-kitchen-video
4 bedroom detached duplex for rent,"Bera Estate Off Chevron Drive, Lekki, Lagos","₦11,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3304880-luxury-4-bedroom-duplex
4 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos","₦25,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/3290014-a-serviced-4-bedroom-terrace-with-bq-a-swimming-pool
4 bedroom detached duplex for rent,"Bera Estate Chevron Drive, Lekki, Lagos","₦11,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3304876-beautiful-fully-detached-4-bedroom-duplex-in-bera-estate
1 bedroom flat / apartment for rent,"Orchid, Lekki, Lagos","₦2,800,000per annum",1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3304866-a-semi-masters-room-in-a-shared-apartment
Commercial land for rent,"Freedom Way, Lekki Phase 1, Lekki, Lagos","₦600,000,000per annum",0,0,0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/lekki/lekki-phase-1/3304855-10000sqm-prime-commercial-land
4 bedroom house for rent,"Ologolo, Lekki, Lagos","₦13,000,000per annum",4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/ologolo/3304842-lovely-4-bedroom-semi-detached-duplex-boys-quarter-in-a-secured-place
1 bedroom mini flat (room and parlour) for rent,"Osapa London Estate, Osapa, Lekki, Lagos","₦3,800,000per annum",1,0,0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/lekki/osapa/3304834-super-clean-miniflat-with-massive-bedroom
Self contain (single rooms) for rent,"Osapa, Lekki, Lagos","₦2,000,000per annum",0,0,0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/osapa/2832970-massive-standard-studio-apartment-with-personal-kitchen
4 bedroom detached duplex for rent,"Ikota, Lekki, Lagos","₦12,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikota/3304818-well-built-4-bedroom-detached-duplex-with-bq
3 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos","₦35,000,000per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/lekki-phase-1/3304814-brand-new-3-bedroom-apartment-on-the-6th-floor
5 bedroom terraced duplex for rent,"Near Nicon Town, Jakande, Lekki, Lagos","₦10,000,000per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/jakande/3304810-dont-just-search-for-a-house-secure-a-decade-of-premium-living
4 bedroom terraced duplex for rent,"Orchid, Lekki, Lagos","₦11,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3296271-furnished-4-bedroom-terrace-duplex
2 bedroom flat / apartment for rent,"Right Hand, Lekki Phase 1, Lekki, Lagos","₦12,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3297203-2-bedroom-apartment
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos","₦15,000,000per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/ikate/3297208-4-bedroom-terrace-duplex
4 bedroom detached duplex for rent,"Ikota Villa, Ikota, Lekki, Lagos","₦7,500,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/ikota/3302477-4-bedroom-detached-duplex
2 bedroom flat / apartment for rent,"Ikota, Lekki, Lagos","₦5,000,000per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikota/3304791-luxury-2-bedroom-flat-in-a-good-neighborhood
4 bedroom semi-detached duplex for rent,"Chevron, Lekki, Lagos","₦12,000,000per annum",4,3,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3304786-luxury-4-bedroom-semi-detached-duplex-with-bq
4 bedroom detached duplex for rent,"Orchid, Lekki, Lagos","₦11,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/3304771-nicely-built-4-bedroom-fully-detached-duplex-in-a-secure-estate
Self contain (single rooms) for rent,"Ikota, Lekki, Lagos","₦1,500,000per annum",0,1,1,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikota/3304766-1-bedroom-self-contain-in-a-good-environment
4 bedroom semi-detached duplex for rent,"Chevron, Lekki, Lagos","₦11,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3304769-beautiful-4-bedroom-alone-in-the-compound
4 bedroom semi-detached duplex for rent,"Orchid, Lekki, Lagos","₦12,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3304765-brand-new-4-bedroom-semi-detached-duplex-with-bq
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304764-newly-renovated-3-bedroom-apartments-with-bq-in-a-secure-estate
3 bedroom flat / apartment for rent,"Right Side, Lekki Phase 1, Lekki, Lagos","₦10,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304750-lovely-self-service-3-bedroom-apartment-no-bq-upstairs
3 bedroom flat / apartment for rent,"Osapa, Lekki, Lagos","₦8,500,000per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/osapa/3304744-newly-built-fully-serviced-3-bedrooms-apartments
3 bedroom semi-detached duplex for rent,"Lekki, Lagos","₦11,000,000per annum",3,4,4,3 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3304740-3-bedroom-semi-detached-duplex-24-hours-light
2 bedroom flat / apartment for rent,"VGC, Lekki, Lagos","₦7,500,000per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/victoria-garden-city/3304730-well-spacious-2bedroom-fully-furnished-flat
3 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304728-newly-renovated-3-bedroom-apartments-with-bq
4 bedroom detached duplex for rent,"Bera Estate Off Chevron Drive, Lekki Phase 1, Lekki, Lagos","₦12,000,000per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3304721-4-bedroom-duplex-in-bera-estate
3 bedroom flat / apartment for rent,"Ikate Elegushi, Lekki, Lagos","₦13,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/ikate-elegushi/3304713-luxury-serviced-newly-built-3-bedroom-flat-with-a-bq
4 bedroom semi-detached duplex for rent,"Chevron, Lekki, Lagos","₦12,000,000per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3304711-standard-4-bedroom-semi-detached-duplex
3 bedroom flat / apartment for rent,"Lekki Right, Lekki, Lagos","₦20,000,000per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3304701-luxury-3-bedroom-apartment-with-a-bq-on-a-2nd-floor
2 bedroom flat / apartment for rent,"Extension, Harris Drive, VGC, Lekki, Lagos","₦6,000,000per annum",2,0,0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/victoria-garden-city/3304428-luxury-and-elegant-built
3 bedroom flat / apartment for rent,"Lekki Right, Lekki Phase 1, Lekki, Lagos","₦20,000,000per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-1/3304649-newly-built-ultra-luxury-3-bedroom-apartment
2 bedroom house for rent,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos","₦10,000,000per annum",2,2,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/lekki/lekki-phase-1/3271776-2-bedroom-maisonette-with-elevator-fully-serviced
